session_key,checkbox,index,question,experiment_name,date
f3609,"[['6'], ['13'], ['21'], ['24']]",2,,LDAEXP315,nothing
f3609,[],1,,LDAEXP315,nothing
f3609,"[['12'], ['19'], ['25'], ['27']]",2,,LDAEXP315,nothing
f3609,"[['12'], ['15'], ['20'], ['31']]",3,,LDAEXP315,nothing
f3609,"[['5'], ['14'], ['22']]",4,,LDAEXP315,nothing
f3609,"[['6'], ['15'], ['21']]",5,,LDAEXP315,nothing
f3609,"[['24'], ['35']]",6,,LDAEXP315,nothing
f3609,[],7,,LDAEXP315,nothing
f3609,[],8,,LDAEXP315,nothing
f3609,[],9,,LDAEXP315,nothing
f3609,"[['5'], ['8'], ['15'], ['21']]",10,,LDAEXP315,nothing
f3609,"[['4'], ['7'], ['12'], ['27']]",11,,LDAEXP315,nothing
f3609,"[['8'], ['9'], ['18']]",12,,LDAEXP315,nothing
f3609,[],13,,LDAEXP315,nothing
f3609,"[['11'], ['12'], ['13'], ['29']]",14,,LDAEXP315,nothing
f3609,"[['13'], ['21'], ['24']]",15,,LDAEXP315,nothing
f3609,"[['12'], ['19'], ['25']]",16,,LDAEXP315,nothing
f3609,"[['10'], ['11'], ['12'], ['19'], ['30']]",17,,LDAEXP315,nothing
f3609,[],18,,LDAEXP315,nothing
f3609,"[['9'], ['11'], ['13'], ['18']]",19,,LDAEXP315,nothing
f3609,"[['9'], ['19'], ['36']]",20,,LDAEXP315,nothing
f3609,"[['1'], ['4'], ['6'], ['9']]",21,,LDAEXP315,nothing
f3609,"[['6'], ['14'], ['17'], ['22'], ['29']]",22,,LDAEXP315,nothing
f3609,"[['6'], ['14'], ['23'], ['24']]",23,,LDAEXP315,nothing
f3609,"[['4'], ['6'], ['12'], ['13'], ['20'], ['22']]",24,,LDAEXP315,nothing
f3609,"[['7'], ['9'], ['10'], ['13'], ['14'], ['19']]",25,,LDAEXP315,nothing
f3609,"[['6'], ['9'], ['18']]",26,,LDAEXP315,nothing
f3609,"[['9'], ['20']]",27,,LDAEXP315,nothing
f3609,"[['4'], ['10'], ['14'], ['16'], ['28']]",28,,LDAEXP315,nothing
f3609,"[['11'], ['31']]",29,,LDAEXP315,nothing
f3609,[['1']],30,,LDAEXP315,nothing
f3609,[['3']],31,,LDAEXP315,nothing
f3609,"[['0'], ['3'], ['10']]",32,,LDAEXP315,nothing
f3609,"[['4'], ['15'], ['18'], ['24'], ['32'], ['35']]",33,,LDAEXP315,nothing
f3609,"[['10'], ['25']]",34,,LDAEXP315,nothing
f3609,"[['6'], ['19'], ['34'], ['44']]",35,,LDAEXP315,nothing
f3609,"[['4'], ['7'], ['10'], ['15'], ['18']]",36,,LDAEXP315,nothing
f3609,"[['3'], ['8'], ['14'], ['21'], ['29']]",37,,LDAEXP315,nothing
f3609,"[['3'], ['14'], ['22'], ['28']]",38,,LDAEXP315,nothing
f3609,"[['4'], ['9'], ['20'], ['28'], ['32']]",39,,LDAEXP315,nothing
f3609,[['33']],40,,LDAEXP315,nothing
f3609,"[['6'], ['23'], ['25'], ['27'], ['29'], ['34']]",41,,LDAEXP315,nothing
f3609,"[['5'], ['14'], ['19'], ['22'], ['24']]",41,,LDAEXP315,nothing
ae45a,"[['0'], ['13'], ['22'], ['29']]",1,,LDAEXP315,nothing
ae45a,"[['0'], ['4'], ['20'], ['23'], ['29']]",2,,LDAEXP315,nothing
ae45a,[],3,,LDAEXP315,nothing
ae45a,"[['0'], ['29']]",1,,LDAEXP315,nothing
ae45a,"[['0'], ['29']]",2,,LDAEXP315,nothing
ae45a,"[['0'], ['39']]",3,,LDAEXP315,nothing
ae45a,[],4,,LDAEXP315,nothing
ae45a,"[['0'], ['35']]",5,,LDAEXP315,nothing
ae45a,"[['0'], ['22'], ['48']]",6,,LDAEXP315,nothing
ae45a,"[['0'], ['34']]",7,,LDAEXP315,nothing
ae45a,"[['0'], ['39']]",8,,LDAEXP315,nothing
ae45a,"[['0'], ['18']]",9,,LDAEXP315,nothing
ae45a,[['12']],10,,LDAEXP315,nothing
ae45a,"[['0'], ['29']]",1,,LDAEXP315,nothing
ae45a,"[['0'], ['27']]",11,,LDAEXP315,nothing
ae45a,"[['0'], ['34']]",12,,LDAEXP315,nothing
ae45a,"[['0'], ['29']]",2,,LDAEXP315,nothing
ae45a,"[['0'], ['42']]",13,,LDAEXP315,nothing
ae45a,"[['0'], ['31']]",14,,LDAEXP315,nothing
ae45a,"[['0'], ['31']]",15,,LDAEXP315,nothing
ae45a,"[['0'], ['26']]",16,,LDAEXP315,nothing
ae45a,"[['0'], ['46']]",17,,LDAEXP315,nothing
ae45a,"[['0'], ['29']]",18,,LDAEXP315,nothing
5ce14,"[['5'], ['15'], ['20'], ['26'], ['29']]",1,,LDAEXP315,nothing
5ce14,"[['1'], ['15'], ['27']]",2,,LDAEXP315,nothing
5ce14,"[['2'], ['10'], ['19'], ['23'], ['27']]",3,,LDAEXP315,nothing
5ce14,"[['2'], ['9'], ['18'], ['24'], ['30']]",4,,LDAEXP315,nothing
5ce14,"[['2'], ['19'], ['22'], ['26']]",5,,LDAEXP315,nothing
5ce14,"[['3'], ['19'], ['31'], ['35']]",6,,LDAEXP315,nothing
5ce14,"[['1'], ['10'], ['16'], ['20'], ['25']]",7,,LDAEXP315,nothing
5ce14,"[['4'], ['8'], ['14'], ['30']]",8,,LDAEXP315,nothing
5ce14,[],9,,LDAEXP315,nothing
5ce14,"[['2'], ['8'], ['17'], ['22']]",10,,LDAEXP315,nothing
5ce14,"[['2'], ['8'], ['18']]",11,,LDAEXP315,nothing
5ce14,"[['2'], ['22'], ['29'], ['44']]",12,,LDAEXP315,nothing
5ce14,"[['11'], ['14'], ['20'], ['24'], ['33'], ['37']]",13,,LDAEXP315,nothing
5ce14,"[['3'], ['11'], ['17'], ['21'], ['27'], ['36']]",14,,LDAEXP315,nothing
5ce14,"[['1'], ['3'], ['8'], ['15']]",15,,LDAEXP315,nothing
5ce14,"[['3'], ['7'], ['10'], ['13'], ['30']]",16,,LDAEXP315,nothing
5ce14,"[['3'], ['10'], ['26'], ['30'], ['35']]",17,,LDAEXP315,nothing
5ce14,"[['2'], ['11'], ['17'], ['26'], ['32'], ['49']]",18,,LDAEXP315,nothing
5ce14,"[['2'], ['6'], ['11'], ['15'], ['21'], ['26']]",19,,LDAEXP315,nothing
5ce14,"[['2'], ['10'], ['13'], ['18'], ['24'], ['27']]",20,,LDAEXP315,nothing
5ce14,"[['3'], ['17'], ['24'], ['44'], ['47']]",21,,LDAEXP315,nothing
5ce14,"[['2'], ['7'], ['14'], ['21'], ['28']]",22,,LDAEXP315,nothing
5ce14,"[['2'], ['16'], ['20'], ['22'], ['24']]",23,,LDAEXP315,nothing
5ce14,"[['2'], ['10'], ['17'], ['21'], ['25'], ['28']]",24,,LDAEXP315,nothing
5ce14,"[['3'], ['13'], ['18'], ['28'], ['33']]",25,,LDAEXP315,nothing
5ce14,"[['2'], ['18'], ['25'], ['33']]",26,,LDAEXP315,nothing
5ce14,"[['4'], ['10'], ['15'], ['30'], ['34'], ['37']]",27,,LDAEXP315,nothing
5ce14,"[['4'], ['11'], ['28'], ['34']]",28,,LDAEXP315,nothing
5ce14,"[['9'], ['13'], ['16'], ['30'], ['41']]",29,,LDAEXP315,nothing
5ce14,"[['3'], ['7'], ['10'], ['17']]",30,,LDAEXP315,nothing
5ce14,"[['1'], ['9'], ['18'], ['24'], ['27'], ['35']]",31,,LDAEXP315,nothing
5ce14,"[['3'], ['19'], ['28'], ['46']]",32,,LDAEXP315,nothing
5ce14,"[['2'], ['11'], ['18'], ['29'], ['35'], ['41'], ['50']]",33,,LDAEXP315,nothing
5ce14,"[['2'], ['8'], ['13'], ['16'], ['23']]",34,,LDAEXP315,nothing
5ce14,"[['3'], ['8'], ['12'], ['17'], ['27']]",35,,LDAEXP315,nothing
5ce14,"[['3'], ['9'], ['14'], ['23'], ['30']]",36,,LDAEXP315,nothing
5ce14,"[['3'], ['10'], ['19'], ['25'], ['33'], ['37']]",37,,LDAEXP315,nothing
5ce14,"[['3'], ['14'], ['19'], ['26']]",38,,LDAEXP315,nothing
5ce14,"[['4'], ['12'], ['21'], ['28'], ['35']]",39,,LDAEXP315,nothing
5ce14,"[['3'], ['18'], ['23'], ['37']]",40,,LDAEXP315,nothing
5ce14,"[['3'], ['9'], ['17'], ['31']]",41,,LDAEXP315,nothing
5ce14,"[['2'], ['20'], ['35']]",41,,LDAEXP315,nothing
c3a41,[['13']],1,,LDAEXP315,nothing
c3a41,"[['12'], ['19'], ['25']]",2,,LDAEXP315,nothing
c3a41,"[['9'], ['24'], ['35']]",3,,LDAEXP315,nothing
c3a41,"[['6'], ['20'], ['30']]",4,,LDAEXP315,nothing
c3a41,"[['5'], ['22']]",5,,LDAEXP315,nothing
c3a41,"[['8'], ['23']]",6,,LDAEXP315,nothing
c3a41,"[['8'], ['28'], ['34']]",7,,LDAEXP315,nothing
c3a41,"[['14'], ['30']]",8,,LDAEXP315,nothing
c3a41,[['18']],9,,LDAEXP315,nothing
c3a41,"[['26'], ['36'], ['40']]",10,,LDAEXP315,nothing
c3a41,"[['16'], ['27']]",11,,LDAEXP315,nothing
c3a41,"[['13'], ['25']]",12,,LDAEXP315,nothing
c3a41,"[['24'], ['27']]",13,,LDAEXP315,nothing
c3a41,[],14,,LDAEXP315,nothing
ed34f,[],1,,LDAEXP315,nothing
ed34f,[],2,,LDAEXP315,nothing
ed34f,[],3,,LDAEXP315,nothing
ed34f,[],4,,LDAEXP315,nothing
ed34f,[],5,,LDAEXP315,nothing
ed34f,[],6,,LDAEXP315,nothing
ed34f,[],7,,LDAEXP315,nothing
ed34f,[],8,,LDAEXP315,nothing
ed34f,[],9,,LDAEXP315,nothing
ed34f,[],10,,LDAEXP315,nothing
ed34f,[],11,,LDAEXP315,nothing
ed34f,[],12,,LDAEXP315,nothing
ed34f,[],13,,LDAEXP315,nothing
ed34f,[],14,,LDAEXP315,nothing
ed34f,[],15,,LDAEXP315,nothing
ed34f,[],16,,LDAEXP315,nothing
ed34f,[],17,,LDAEXP315,nothing
ed34f,[],18,,LDAEXP315,nothing
ed34f,[],19,,LDAEXP315,nothing
ed34f,[],20,,LDAEXP315,nothing
ed34f,[],21,,LDAEXP315,nothing
ed34f,[],22,,LDAEXP315,nothing
ed34f,[],23,,LDAEXP315,nothing
ed34f,[],24,,LDAEXP315,nothing
ed34f,[],25,,LDAEXP315,nothing
ed34f,[],26,,LDAEXP315,nothing
ed34f,[],27,,LDAEXP315,nothing
ed34f,[],28,,LDAEXP315,nothing
ed34f,[],29,,LDAEXP315,nothing
ed34f,[],30,,LDAEXP315,nothing
ed34f,[],31,,LDAEXP315,nothing
ed34f,[],32,,LDAEXP315,nothing
ed34f,[],33,,LDAEXP315,nothing
ed34f,[],34,,LDAEXP315,nothing
ed34f,[],35,,LDAEXP315,nothing
ed34f,[],36,,LDAEXP315,nothing
ed34f,[],37,,LDAEXP315,nothing
ed34f,[],38,,LDAEXP315,nothing
ed34f,[],39,,LDAEXP315,nothing
ed34f,[],40,,LDAEXP315,nothing
ed34f,[],41,,LDAEXP315,nothing
ed34f,[],41,,LDAEXP315,nothing
7975a,"[['15'], ['16']]",1,,LDAEXP315,nothing
a8b4c,"[['0'], ['18'], ['29']]",1,,LDAEXP315,2021-12-12 14:37:28.120779
526cb,[['1']],1,,LDAEXP315,2021-12-12 16:13:12.291426
526cb,[],2,,LDAEXP315,2021-12-12 16:13:32.086926
526cb,[],3,,LDAEXP315,2021-12-12 16:13:48.272674
526cb,[],4,,LDAEXP315,2021-12-12 16:14:04.695687
526cb,[],5,,LDAEXP315,2021-12-12 16:14:19.220449
526cb,[],6,,LDAEXP315,2021-12-12 16:14:36.493265
526cb,[],7,,LDAEXP315,2021-12-12 16:14:52.660308
526cb,[],8,,LDAEXP315,2021-12-12 16:15:06.249183
526cb,[],9,,LDAEXP315,2021-12-12 16:15:23.220686
526cb,[],10,,LDAEXP315,2021-12-12 16:15:39.204374
526cb,[],11,,LDAEXP315,2021-12-12 16:15:53.916564
526cb,[],12,,LDAEXP315,2021-12-12 16:16:13.158817
526cb,[],13,,LDAEXP315,2021-12-12 16:16:32.295642
526cb,[],14,,LDAEXP315,2021-12-12 16:16:49.024906
526cb,[],15,,LDAEXP315,2021-12-12 16:17:03.299869
526cb,[],16,,LDAEXP315,2021-12-12 16:17:20.686229
526cb,[],17,,LDAEXP315,2021-12-12 16:17:37.436449
526cb,[],18,,LDAEXP315,2021-12-12 16:17:50.576107
526cb,[],19,,LDAEXP315,2021-12-12 16:18:07.054560
526cb,[],20,,LDAEXP315,2021-12-12 16:18:23.094797
526cb,[],21,,LDAEXP315,2021-12-12 16:18:39.796967
526cb,[],22,,LDAEXP315,2021-12-12 16:18:56.826482
526cb,[],23,,LDAEXP315,2021-12-12 16:19:13.619184
526cb,[],24,,LDAEXP315,2021-12-12 16:19:31.152923
526cb,[],25,,LDAEXP315,2021-12-12 16:19:43.214991
526cb,[],26,,LDAEXP315,2021-12-12 16:19:58.429049
526cb,[],27,,LDAEXP315,2021-12-12 16:20:16.499068
526cb,[],28,,LDAEXP315,2021-12-12 16:20:37.370305
526cb,[],29,,LDAEXP315,2021-12-12 16:20:53.527270
526cb,[],30,,LDAEXP315,2021-12-12 16:21:11.248836
526cb,[],31,,LDAEXP315,2021-12-12 16:21:29.011450
526cb,[],32,,LDAEXP315,2021-12-12 16:21:41.213374
526cb,[],33,,LDAEXP315,2021-12-12 16:21:58.352975
526cb,[],34,,LDAEXP315,2021-12-12 16:22:16.834564
526cb,"[['33'], ['34'], ['42'], ['44']]",35,,LDAEXP315,2021-12-12 16:22:33.611928
526cb,"[['22'], ['27']]",36,,LDAEXP315,2021-12-12 16:22:52.625793
526cb,"[['18'], ['28']]",37,,LDAEXP315,2021-12-12 16:23:07.803131
526cb,"[['13'], ['14'], ['30']]",38,,LDAEXP315,2021-12-12 16:23:25.860513
526cb,"[['0'], ['8'], ['22']]",39,,LDAEXP315,2021-12-12 16:23:42.854941
526cb,[],40,,LDAEXP315,2021-12-12 16:23:59.770305
526cb,[],41,,LDAEXP315,2021-12-12 16:24:18.171171
526cb,[['22']],41,,LDAEXP315,2021-12-12 16:24:32.678563
526cb,[],1,,LDAEXP315,2021-12-12 16:43:12.768617
526cb,[],1,,LDAEXP315,2021-12-12 17:08:38.083184
526cb,[],2,,LDAEXP315,2021-12-12 17:08:56.997516
526cb,[],3,,LDAEXP315,2021-12-12 17:09:10.711043
526cb,[],4,,LDAEXP315,2021-12-12 17:09:29.045206
526cb,[],5,,LDAEXP315,2021-12-12 17:09:49.497618
526cb,[],6,,LDAEXP315,2021-12-12 17:10:05.026823
526cb,[],7,,LDAEXP315,2021-12-12 17:10:21.791466
526cb,[],8,,LDAEXP315,2021-12-12 17:10:40.011074
526cb,[],9,,LDAEXP315,2021-12-12 17:10:57.277758
526cb,[],10,,LDAEXP315,2021-12-12 17:11:13.176372
526cb,[],11,,LDAEXP315,2021-12-12 17:11:25.758606
526cb,[],12,,LDAEXP315,2021-12-12 17:11:40.565369
a5178,"[['0'], ['29']]",1,,LDAEXP315,2021-12-12 21:04:13.441678
a5178,"[['0'], ['29']]",2,,LDAEXP315,2021-12-12 21:04:35.659251
a5178,"[['0'], ['14'], ['15'], ['32']]",3,,LDAEXP315,2021-12-12 21:04:56.059829
a5178,"[['0'], ['13'], ['29']]",1,,LDAEXP315,2021-12-12 21:08:19.555149
a5178,"[['0'], ['7'], ['13'], ['26'], ['29']]",11,,LDAEXP315,2021-12-12 21:08:50.567712
a5178,"[['0'], ['21'], ['41']]",37,,LDAEXP315,2021-12-12 21:09:15.063746
a5178,"[['0'], ['8'], ['14'], ['29']]",0,,LDAEXP315,2021-12-12 21:10:27.455919
a5178,"[['0'], ['29']]",1,,LDAEXP315,2021-12-12 21:16:55.408859
a5178,"[['0'], ['13'], ['20'], ['39']]",38,,LDAEXP315,2021-12-12 21:17:14.689700
31813,"[['2'], ['9'], ['12'], ['15'], ['28']]",0,,LDAEXP315,2021-12-14 09:01:45.234714
31813,"[['1'], ['7'], ['17'], ['21'], ['26']]",1,,LDAEXP315,2021-12-14 09:02:04.202101
31813,"[['2'], ['10'], ['16'], ['19'], ['25'], ['32']]",31,,LDAEXP315,2021-12-14 09:02:20.882135
31813,"[['4'], ['9'], ['11'], ['13'], ['25'], ['30']]",2,,LDAEXP315,2021-12-14 09:02:35.825186
31813,"[['7'], ['16'], ['21'], ['24'], ['33']]",28,,LDAEXP315,2021-12-14 09:02:53.188042
31813,"[['2'], ['9'], ['12'], ['17'], ['26']]",36,,LDAEXP315,2021-12-14 09:03:10.025004
31813,"[['1'], ['3'], ['5'], ['10'], ['24'], ['27'], ['30'], ['35'], ['37']]",38,,LDAEXP315,2021-12-14 09:03:29.496484
31813,"[['1'], ['13'], ['17'], ['32'], ['42'], ['49']]",14,,LDAEXP315,2021-12-14 09:03:45.095074
31813,"[['1'], ['10'], ['24'], ['29'], ['35']]",5,,LDAEXP315,2021-12-14 09:04:06.563740
31813,"[['1'], ['9'], ['16'], ['24']]",27,,LDAEXP315,2021-12-14 09:04:24.574670
31813,"[['2'], ['10'], ['25'], ['30']]",16,,LDAEXP315,2021-12-14 09:04:35.942290
31813,"[['1'], ['5'], ['21'], ['25'], ['29'], ['42']]",10,,LDAEXP315,2021-12-14 09:04:54.174913
31813,"[['1'], ['6'], ['13'], ['27'], ['29']]",33,,LDAEXP315,2021-12-14 09:05:11.757592
31813,"[['0'], ['2'], ['10'], ['17'], ['22'], ['25']]",23,,LDAEXP315,2021-12-14 09:05:22.032092
31813,"[['1'], ['4'], ['8'], ['10'], ['13'], ['18']]",26,,LDAEXP315,2021-12-14 09:05:36.161282
31813,"[['1'], ['4'], ['9'], ['28'], ['32']]",3,,LDAEXP315,2021-12-14 09:05:52.838120
31813,"[['2'], ['8'], ['13'], ['22'], ['32'], ['36']]",7,,LDAEXP315,2021-12-14 09:06:12.193096
31813,"[['1'], ['10'], ['17'], ['31'], ['35'], ['39']]",12,,LDAEXP315,2021-12-14 09:06:27.531365
31813,"[['10'], ['15'], ['19'], ['33'], ['38']]",11,,LDAEXP315,2021-12-14 09:06:45.632239
31813,"[['2'], ['7'], ['21'], ['24'], ['28'], ['33'], ['34']]",37,,LDAEXP315,2021-12-14 09:07:03.353002
31813,"[['2'], ['5'], ['14'], ['18'], ['28'], ['31']]",35,,LDAEXP315,2021-12-14 09:07:18.981968
31813,"[['2'], ['10'], ['12'], ['18'], ['33'], ['36'], ['38']]",34,,LDAEXP315,2021-12-14 09:07:37.002237
31813,"[['2'], ['7'], ['11'], ['12'], ['16'], ['25'], ['32'], ['40'], ['44'], ['48']]",20,,LDAEXP315,2021-12-14 09:07:52.515382
31813,"[['1'], ['7'], ['11'], ['12'], ['27'], ['32'], ['35'], ['37'], ['40']]",18,,LDAEXP315,2021-12-14 09:08:09.691174
31813,"[['1'], ['6'], ['20'], ['26'], ['29'], ['34']]",39,,LDAEXP315,2021-12-14 09:08:27.361827
31813,"[['3'], ['10'], ['11'], ['17'], ['21'], ['25']]",24,,LDAEXP315,2021-12-14 09:08:40.918594
31813,"[['3'], ['9'], ['14'], ['31'], ['35'], ['39'], ['41']]",19,,LDAEXP315,2021-12-14 09:08:55.018032
31813,"[['2'], ['4'], ['10'], ['18'], ['26'], ['35']]",15,,LDAEXP315,2021-12-14 09:09:10.937495
31813,"[['4'], ['10'], ['13'], ['31'], ['35'], ['38']]",41,,LDAEXP315,2021-12-14 09:09:30.667828
31813,"[['1'], ['11'], ['17'], ['20'], ['23'], ['25']]",32,,LDAEXP315,2021-12-14 09:09:48.360639
31813,"[['1'], ['10'], ['12'], ['17'], ['20'], ['25'], ['30']]",22,,LDAEXP315,2021-12-14 09:10:05.091754
31813,"[['3'], ['8'], ['11'], ['13'], ['18']]",8,,LDAEXP315,2021-12-14 09:10:16.441599
31813,"[['3'], ['9'], ['16'], ['23'], ['25'], ['32']]",4,,LDAEXP315,2021-12-14 09:10:29.877409
31813,"[['1'], ['11'], ['16'], ['22'], ['25'], ['30'], ['38']]",40,,LDAEXP315,2021-12-14 09:10:48.455760
31813,"[['2'], ['4'], ['6'], ['8'], ['11'], ['27'], ['30'], ['34'], ['37'], ['38'], ['45']]",21,,LDAEXP315,2021-12-14 09:11:04.981271
31813,"[['1'], ['3'], ['7'], ['9'], ['26'], ['31']]",29,,LDAEXP315,2021-12-14 09:11:23.375218
31813,"[['1'], ['5'], ['15'], ['23'], ['25'], ['26'], ['31'], ['34']]",9,,LDAEXP315,2021-12-14 09:11:41.098525
31813,"[['0'], ['2'], ['6'], ['9'], ['15'], ['23'], ['27'], ['31']]",25,,LDAEXP315,2021-12-14 09:11:57.749579
31813,"[['1'], ['11'], ['17'], ['27'], ['34'], ['38'], ['43']]",6,,LDAEXP315,2021-12-14 09:12:13.438759
31813,"[['0'], ['4'], ['10'], ['12'], ['14'], ['20'], ['23']]",17,,LDAEXP315,2021-12-14 09:12:25.436493
31813,"[['2'], ['4'], ['7'], ['16'], ['22'], ['25'], ['27'], ['37'], ['42']]",30,,LDAEXP315,2021-12-14 09:12:43.218347
31813,"[['2'], ['4'], ['9'], ['13'], ['29'], ['32'], ['36'], ['38'], ['41']]",13,,LDAEXP315,2021-12-14 09:13:00.947653
7982d,[],0,,LDAEXP315,2021-12-15 12:44:36.854796
7982d,"[['0'], ['1'], ['2'], ['3'], ['4'], ['5'], ['6'], ['7'], ['8'], ['9'], ['10'], ['11'], ['12'], ['13'], ['14'], ['15']]",1,,LDAEXP315,2021-12-15 12:44:54.459505
7982d,"[['27'], ['28'], ['29'], ['30'], ['31'], ['32'], ['33'], ['34'], ['35'], ['36'], ['37'], ['38'], ['39'], ['40']]",3,,LDAEXP315,2021-12-15 12:45:10.243835
7982d,"[['2'], ['3'], ['18'], ['20'], ['22'], ['27'], ['39']]",5,,LDAEXP315,2021-12-15 12:45:29.394165
7982d,"[['9'], ['11'], ['13'], ['19'], ['25']]",2,,LDAEXP315,2021-12-15 12:45:44.272838
7982d,"[['7'], ['16']]",4,,LDAEXP315,2021-12-15 12:46:00.054910
7982d,"[['1'], ['4'], ['9'], ['15']]",8,,LDAEXP315,2021-12-15 12:46:10.895950
7982d,"[['3'], ['6'], ['18'], ['20'], ['29'], ['31']]",7,,LDAEXP315,2021-12-15 12:46:28.148312
7982d,"[['4'], ['9'], ['31']]",9,,LDAEXP315,2021-12-15 12:46:45.610208
7982d,"[['20'], ['29']]",6,,LDAEXP315,2021-12-15 12:47:00.355985
7982d,"[['3'], ['23'], ['25'], ['27']]",15,,LDAEXP315,2021-12-15 12:47:15.672263
7982d,"[['3'], ['8'], ['13'], ['15'], ['21'], ['23'], ['29']]",11,,LDAEXP315,2021-12-15 12:47:34.347990
7982d,"[['20'], ['29']]",14,,LDAEXP315,2021-12-15 12:47:50.012489
7982d,"[['2'], ['14'], ['15'], ['18']]",16,,LDAEXP315,2021-12-15 12:48:01.350488
